suspicious_node,manual_label,info,operation,relevant_node,relevant_type,relevant_info
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_WRITE,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643571,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/panacea.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643572,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/Mail/Local Folders'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643572,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/Mail/Local Folders'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
716055,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/virtualFolders-1.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
716055,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/virtualFolders-1.dat'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
716055,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/virtualFolders-1.dat'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
716047,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/session.json.tmp'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
716047,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/session.json.tmp'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643575,0,File{'path': '/home/admin/.thunderbird/pu7u3e84.default/ImapMail/128.55.12.73/INBOX-1.msf'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
